path,car_id,label
raw_data/veriwild/veriwild/7/24559/253116.jpg,24559,5
raw_data/veriwild/veriwild/4/13177/136153.jpg,13177,10
raw_data/veriwild/veriwild/7/25892/266942.jpg,25892,9
raw_data/veriwild/veriwild/8/29065/298988.jpg,29065,5
raw_data/veriwild/veriwild/5/17711/182432.jpg,17711,1
raw_data/veriwild/veriwild/7/27371/281489.jpg,27371,4
raw_data/veriwild/veriwild/7/24319/250687.jpg,24319,11
raw_data/veriwild/veriwild/5/18658/192823.jpg,18658,5
raw_data/veriwild/veriwild/9/35620/364195.jpg,35620,9
raw_data/veriwild/veriwild/7/24831/255757.jpg,24831,8
raw_data/veriwild/veriwild/9/32658/334055.jpg,32658,10
raw_data/veriwild/veriwild/6/22076/227664.jpg,22076,11
raw_data/veriwild/veriwild/2/05503/057180.jpg,5503,5
raw_data/veriwild/veriwild/6/20190/208121.jpg,20190,1
raw_data/veriwild/veriwild/3/11181/115240.jpg,11181,4
raw_data/veriwild/veriwild/9/32354/331181.jpg,32354,5
raw_data/veriwild/veriwild/3/08210/085067.jpg,8210,6
raw_data/veriwild/veriwild/8/30637/314651.jpg,30637,1
raw_data/veriwild/veriwild/7/26189/269764.jpg,26189,10
raw_data/veriwild/veriwild/5/18079/186305.jpg,18079,8
raw_data/veriwild/veriwild/2/05558/057777.jpg,5558,3
raw_data/veriwild/veriwild/7/26958/277598.jpg,26958,4
raw_data/veriwild/veriwild/3/09518/097951.jpg,9518,11
raw_data/veriwild/veriwild/9/34948/357423.jpg,34948,1
raw_data/veriwild/veriwild/5/16379/169067.jpg,16379,2
raw_data/veriwild/veriwild/7/26801/276037.jpg,26801,1
raw_data/veriwild/veriwild/7/25564/263469.jpg,25564,8
raw_data/veriwild/veriwild/9/35818/366294.jpg,35818,1
raw_data/veriwild/veriwild/10/36614/374335.jpg,36614,1
raw_data/veriwild/veriwild/9/35409/362086.jpg,35409,6
raw_data/veriwild/veriwild/1/00023/000176.jpg,23,5
raw_data/veriwild/veriwild/10/40387/413271.jpg,40387,3
raw_data/veriwild/veriwild/6/22782/235036.jpg,22782,10
raw_data/veriwild/veriwild/8/31374/321888.jpg,31374,1
raw_data/veriwild/veriwild/1/02930/029777.jpg,2930,11
raw_data/veriwild/veriwild/9/35476/362658.jpg,35476,9
raw_data/veriwild/veriwild/5/18110/186670.jpg,18110,8
raw_data/veriwild/veriwild/2/05218/054263.jpg,5218,11
raw_data/veriwild/veriwild/5/17764/183160.jpg,17764,11
raw_data/veriwild/veriwild/8/30533/313628.jpg,30533,6
raw_data/veriwild/veriwild/9/33863/345859.jpg,33863,6
raw_data/veriwild/veriwild/10/38304/392243.jpg,38304,5
raw_data/veriwild/veriwild/4/12893/133297.jpg,12893,11
raw_data/veriwild/veriwild/3/09396/096618.jpg,9396,2
raw_data/veriwild/veriwild/9/33599/343124.jpg,33599,4
raw_data/veriwild/veriwild/10/40357/412917.jpg,40357,9
raw_data/veriwild/veriwild/9/33324/340342.jpg,33324,8
raw_data/veriwild/veriwild/2/05763/059954.jpg,5763,8
raw_data/veriwild/veriwild/3/08583/088748.jpg,8583,9
raw_data/veriwild/veriwild/5/18523/191213.jpg,18523,11
raw_data/veriwild/veriwild/10/38232/391386.jpg,38232,8
raw_data/veriwild/veriwild/2/04970/051297.jpg,4970,1
raw_data/veriwild/veriwild/1/00740/007892.jpg,740,1
raw_data/veriwild/veriwild/6/21164/218108.jpg,21164,5
raw_data/veriwild/veriwild/10/40407/413468.jpg,40407,11
raw_data/veriwild/veriwild/10/38664/395773.jpg,38664,4
raw_data/veriwild/veriwild/1/00192/002138.jpg,192,3
raw_data/veriwild/veriwild/7/24880/256252.jpg,24880,4
raw_data/veriwild/veriwild/10/37262/381018.jpg,37262,1
raw_data/veriwild/veriwild/8/28989/298161.jpg,28989,4
raw_data/veriwild/veriwild/7/26870/276756.jpg,26870,11
raw_data/veriwild/veriwild/9/35874/366765.jpg,35874,11
raw_data/veriwild/veriwild/9/32230/329976.jpg,32230,9
raw_data/veriwild/veriwild/7/25572/263521.jpg,25572,5
raw_data/veriwild/veriwild/3/10103/104118.jpg,10103,3
raw_data/veriwild/veriwild/3/09362/096227.jpg,9362,8
raw_data/veriwild/veriwild/4/15836/163347.jpg,15836,4
raw_data/veriwild/veriwild/2/06310/065345.jpg,6310,1
raw_data/veriwild/veriwild/3/08112/083937.jpg,8112,10
raw_data/veriwild/veriwild/1/02271/023122.jpg,2271,10
raw_data/veriwild/veriwild/9/35644/364446.jpg,35644,7
raw_data/veriwild/veriwild/8/28293/291145.jpg,28293,11
raw_data/veriwild/veriwild/5/16403/169289.jpg,16403,6
raw_data/veriwild/veriwild/4/12282/127045.jpg,12282,6
raw_data/veriwild/veriwild/7/25957/267551.jpg,25957,3
raw_data/veriwild/veriwild/10/40135/410620.jpg,40135,4
raw_data/veriwild/veriwild/3/10842/111829.jpg,10842,1
raw_data/veriwild/veriwild/9/32414/331727.jpg,32414,5
raw_data/veriwild/veriwild/3/08655/089428.jpg,8655,9
raw_data/veriwild/veriwild/6/21715/223863.jpg,21715,8
raw_data/veriwild/veriwild/7/27279/280647.jpg,27279,8
raw_data/veriwild/veriwild/1/00858/009024.jpg,858,6
raw_data/veriwild/veriwild/3/09968/102733.jpg,9968,10
raw_data/veriwild/veriwild/5/16901/174226.jpg,16901,8
raw_data/veriwild/veriwild/7/25789/265906.jpg,25789,2
raw_data/veriwild/veriwild/10/39903/408021.jpg,39903,1
raw_data/veriwild/veriwild/10/39968/408620.jpg,39968,9
raw_data/veriwild/veriwild/6/22299/229876.jpg,22299,11
raw_data/veriwild/veriwild/1/01528/015777.jpg,1528,6
raw_data/veriwild/veriwild/9/33462/341648.jpg,33462,3
raw_data/veriwild/veriwild/8/29212/300379.jpg,29212,6
raw_data/veriwild/veriwild/3/11168/115095.jpg,11168,10
raw_data/veriwild/veriwild/9/35679/364748.jpg,35679,10
raw_data/veriwild/veriwild/6/21921/225864.jpg,21921,1
raw_data/veriwild/veriwild/2/06910/071671.jpg,6910,2
raw_data/veriwild/veriwild/7/27550/283372.jpg,27550,8
raw_data/veriwild/veriwild/3/09115/093913.jpg,9115,9
raw_data/veriwild/veriwild/6/20268/208815.jpg,20268,11
raw_data/veriwild/veriwild/7/26930/277345.jpg,26930,4
raw_data/veriwild/veriwild/9/32534/332890.jpg,32534,8
raw_data/veriwild/veriwild/5/18552/191493.jpg,18552,8
raw_data/veriwild/veriwild/3/11497/118652.jpg,11497,4
raw_data/veriwild/veriwild/10/38873/397834.jpg,38873,10
raw_data/veriwild/veriwild/4/15741/162388.jpg,15741,5
raw_data/veriwild/veriwild/1/03571/036504.jpg,3571,1
raw_data/veriwild/veriwild/1/02078/021161.jpg,2078,1
raw_data/veriwild/veriwild/5/19496/201123.jpg,19496,2
raw_data/veriwild/veriwild/1/01809/018681.jpg,1809,4
raw_data/veriwild/veriwild/10/36535/373597.jpg,36535,11
raw_data/veriwild/veriwild/9/32497/332560.jpg,32497,4
raw_data/veriwild/veriwild/5/19004/196076.jpg,19004,5
raw_data/veriwild/veriwild/9/35149/359417.jpg,35149,8
raw_data/veriwild/veriwild/7/24410/251572.jpg,24410,10
raw_data/veriwild/veriwild/3/08727/090108.jpg,8727,11
raw_data/veriwild/veriwild/4/14096/145418.jpg,14096,4
raw_data/veriwild/veriwild/10/38005/389043.jpg,38005,10
raw_data/veriwild/veriwild/8/30147/309682.jpg,30147,1
raw_data/veriwild/veriwild/3/08043/083155.jpg,8043,1
raw_data/veriwild/veriwild/9/32310/330660.jpg,32310,5
raw_data/veriwild/veriwild/7/25908/267083.jpg,25908,5
raw_data/veriwild/veriwild/10/39659/405372.jpg,39659,1
raw_data/veriwild/veriwild/2/07006/072717.jpg,7006,8
raw_data/veriwild/veriwild/4/12942/133778.jpg,12942,1
raw_data/veriwild/veriwild/9/35804/366146.jpg,35804,9
raw_data/veriwild/veriwild/1/00299/003182.jpg,299,3
raw_data/veriwild/veriwild/10/36607/374290.jpg,36607,9
raw_data/veriwild/veriwild/2/07199/074741.jpg,7199,8
raw_data/veriwild/veriwild/10/38035/389353.jpg,38035,6
raw_data/veriwild/veriwild/3/10609/109329.jpg,10609,6
raw_data/veriwild/veriwild/6/20225/208415.jpg,20225,11
raw_data/veriwild/veriwild/5/19811/204418.jpg,19811,1
raw_data/veriwild/veriwild/3/10974/113211.jpg,10974,11
raw_data/veriwild/veriwild/2/06726/069995.jpg,6726,4
raw_data/veriwild/veriwild/10/38385/393046.jpg,38385,4
raw_data/veriwild/veriwild/3/09563/098416.jpg,9563,8
raw_data/veriwild/veriwild/4/12148/125672.jpg,12148,1
raw_data/veriwild/veriwild/6/20897/214961.jpg,20897,8
raw_data/veriwild/veriwild/5/17118/176259.jpg,17118,6
raw_data/veriwild/veriwild/9/32854/335915.jpg,32854,10
raw_data/veriwild/veriwild/1/01331/013865.jpg,1331,1
raw_data/veriwild/veriwild/4/13806/142282.jpg,13806,4
raw_data/veriwild/veriwild/10/37230/380703.jpg,37230,6
raw_data/veriwild/veriwild/9/34462/352129.jpg,34462,1
raw_data/veriwild/veriwild/2/04639/047686.jpg,4639,10
raw_data/veriwild/veriwild/7/25226/259948.jpg,25226,10
raw_data/veriwild/veriwild/3/10454/107741.jpg,10454,6
raw_data/veriwild/veriwild/3/08049/083219.jpg,8049,4
raw_data/veriwild/veriwild/10/37786/386715.jpg,37786,5
raw_data/veriwild/veriwild/9/32508/332656.jpg,32508,4
raw_data/veriwild/veriwild/2/07127/073906.jpg,7127,1
raw_data/veriwild/veriwild/4/13918/143452.jpg,13918,1
raw_data/veriwild/veriwild/8/29580/304092.jpg,29580,6
raw_data/veriwild/veriwild/8/31748/325320.jpg,31748,9
raw_data/veriwild/veriwild/1/03914/040068.jpg,3914,1
raw_data/veriwild/veriwild/7/26700/275063.jpg,26700,6
raw_data/veriwild/veriwild/3/11021/113692.jpg,11021,1
raw_data/veriwild/veriwild/1/03764/038503.jpg,3764,4
raw_data/veriwild/veriwild/3/09378/096408.jpg,9378,9
raw_data/veriwild/veriwild/7/24348/250913.jpg,24348,11
raw_data/veriwild/veriwild/5/16843/173684.jpg,16843,10
raw_data/veriwild/veriwild/5/16878/173996.jpg,16878,11
raw_data/veriwild/veriwild/7/25927/267333.jpg,25927,3
raw_data/veriwild/veriwild/5/18894/195052.jpg,18894,8
raw_data/veriwild/veriwild/3/11368/117328.jpg,11368,9
raw_data/veriwild/veriwild/2/05795/060300.jpg,5795,9
raw_data/veriwild/veriwild/1/00523/005516.jpg,523,10
raw_data/veriwild/veriwild/9/33304/340149.jpg,33304,8
raw_data/veriwild/veriwild/10/38550/394741.jpg,38550,1
raw_data/veriwild/veriwild/9/32349/331136.jpg,32349,6
raw_data/veriwild/veriwild/1/03506/035838.jpg,3506,10
raw_data/veriwild/veriwild/1/03851/039434.jpg,3851,2
raw_data/veriwild/veriwild/2/05940/061787.jpg,5940,9
raw_data/veriwild/veriwild/8/31144/319747.jpg,31144,1
raw_data/veriwild/veriwild/4/12400/128260.jpg,12400,10
raw_data/veriwild/veriwild/4/14649/151001.jpg,14649,6
raw_data/veriwild/veriwild/2/04640/047710.jpg,4640,9
raw_data/veriwild/veriwild/9/35690/364860.jpg,35690,1
raw_data/veriwild/veriwild/4/15086/155482.jpg,15086,5
raw_data/veriwild/veriwild/1/02456/024889.jpg,2456,8
raw_data/veriwild/veriwild/5/16526/170589.jpg,16526,3
raw_data/veriwild/veriwild/3/11532/119026.jpg,11532,8
raw_data/veriwild/veriwild/10/36799/376272.jpg,36799,11
raw_data/veriwild/veriwild/1/00518/005487.jpg,518,6
raw_data/veriwild/veriwild/4/13367/137933.jpg,13367,1
raw_data/veriwild/veriwild/10/37837/387318.jpg,37837,8
raw_data/veriwild/veriwild/5/19735/203773.jpg,19735,6
raw_data/veriwild/veriwild/3/08698/089898.jpg,8698,1
raw_data/veriwild/veriwild/6/20410/210188.jpg,20410,11
raw_data/veriwild/veriwild/3/10057/103681.jpg,10057,10
raw_data/veriwild/veriwild/2/06109/063267.jpg,6109,4
raw_data/veriwild/veriwild/10/37772/386526.jpg,37772,3
raw_data/veriwild/veriwild/5/19554/201603.jpg,19554,5
raw_data/veriwild/veriwild/9/34708/354872.jpg,34708,9
raw_data/veriwild/veriwild/4/13947/143840.jpg,13947,6
raw_data/veriwild/veriwild/9/33812/345356.jpg,33812,11
raw_data/veriwild/veriwild/7/27684/284707.jpg,27684,9
raw_data/veriwild/veriwild/4/12992/134275.jpg,12992,4
raw_data/veriwild/veriwild/3/10531/108623.jpg,10531,6
raw_data/veriwild/veriwild/8/30238/310534.jpg,30238,8
raw_data/veriwild/veriwild/10/38464/394022.jpg,38464,5
raw_data/veriwild/veriwild/3/12031/124393.jpg,12031,5
raw_data/veriwild/veriwild/4/14632/150863.jpg,14632,1
raw_data/veriwild/veriwild/10/38170/390773.jpg,38170,11
raw_data/veriwild/veriwild/4/15187/156416.jpg,15187,6
raw_data/veriwild/veriwild/9/33651/343712.jpg,33651,2
raw_data/veriwild/veriwild/4/13531/139666.jpg,13531,10
raw_data/veriwild/veriwild/2/07657/078960.jpg,7657,8
raw_data/veriwild/veriwild/3/08365/086579.jpg,8365,10
raw_data/veriwild/veriwild/1/02343/023776.jpg,2343,2
raw_data/veriwild/veriwild/7/27522/282966.jpg,27522,11
raw_data/veriwild/veriwild/8/31693/324892.jpg,31693,3
raw_data/veriwild/veriwild/7/27520/282952.jpg,27520,1
raw_data/veriwild/veriwild/6/22399/230881.jpg,22399,1
raw_data/veriwild/veriwild/9/36160/369597.jpg,36160,10
raw_data/veriwild/veriwild/10/38842/397470.jpg,38842,9
raw_data/veriwild/veriwild/5/16874/173972.jpg,16874,1
raw_data/veriwild/veriwild/7/24506/252618.jpg,24506,1
raw_data/veriwild/veriwild/2/04088/041858.jpg,4088,2
raw_data/veriwild/veriwild/1/00445/004737.jpg,445,5
raw_data/veriwild/veriwild/2/06942/071982.jpg,6942,5
raw_data/veriwild/veriwild/10/40371/413096.jpg,40371,8
raw_data/veriwild/veriwild/5/16706/172445.jpg,16706,4
raw_data/veriwild/veriwild/9/33157/338819.jpg,33157,4
raw_data/veriwild/veriwild/10/37754/386331.jpg,37754,10
raw_data/veriwild/veriwild/4/13009/134410.jpg,13009,5
raw_data/veriwild/veriwild/6/21044/216895.jpg,21044,1
raw_data/veriwild/veriwild/7/28078/288811.jpg,28078,1
raw_data/veriwild/veriwild/2/05394/055980.jpg,5394,1
raw_data/veriwild/veriwild/8/29988/308095.jpg,29988,6
raw_data/veriwild/veriwild/1/01618/016803.jpg,1618,6
raw_data/veriwild/veriwild/3/10174/104746.jpg,10174,6
raw_data/veriwild/veriwild/5/18554/191504.jpg,18554,5
raw_data/veriwild/veriwild/10/37099/379315.jpg,37099,5
raw_data/veriwild/veriwild/10/37193/380404.jpg,37193,10
raw_data/veriwild/veriwild/6/20658/212603.jpg,20658,4
raw_data/veriwild/veriwild/7/26926/277317.jpg,26926,6
raw_data/veriwild/veriwild/1/00410/004189.jpg,410,4
raw_data/veriwild/veriwild/5/16803/173337.jpg,16803,1
raw_data/veriwild/veriwild/2/06447/066788.jpg,6447,6
raw_data/veriwild/veriwild/8/28191/290040.jpg,28191,2
raw_data/veriwild/veriwild/6/20310/209186.jpg,20310,6
raw_data/veriwild/veriwild/6/21400/220576.jpg,21400,11
raw_data/veriwild/veriwild/5/19673/203074.jpg,19673,6
raw_data/veriwild/veriwild/6/20181/208042.jpg,20181,11
raw_data/veriwild/veriwild/1/00374/003878.jpg,374,9
raw_data/veriwild/veriwild/2/04622/047493.jpg,4622,8
raw_data/veriwild/veriwild/7/27954/287424.jpg,27954,5
raw_data/veriwild/veriwild/4/14018/144518.jpg,14018,1
raw_data/veriwild/veriwild/7/27881/286573.jpg,27881,11
raw_data/veriwild/veriwild/9/34414/351680.jpg,34414,8
raw_data/veriwild/veriwild/7/26847/276491.jpg,26847,9
raw_data/veriwild/veriwild/8/28329/291524.jpg,28329,10
raw_data/veriwild/veriwild/7/27384/281618.jpg,27384,9
raw_data/veriwild/veriwild/8/28446/292522.jpg,28446,9
raw_data/veriwild/veriwild/1/00945/009911.jpg,945,2
raw_data/veriwild/veriwild/7/26920/277268.jpg,26920,5
raw_data/veriwild/veriwild/6/20939/215413.jpg,20939,5
raw_data/veriwild/veriwild/10/39363/402471.jpg,39363,1
raw_data/veriwild/veriwild/1/01023/010695.jpg,1023,8
raw_data/veriwild/veriwild/4/15306/157534.jpg,15306,1
raw_data/veriwild/veriwild/9/35704/364985.jpg,35704,2
raw_data/veriwild/veriwild/1/01930/019879.jpg,1930,4
raw_data/veriwild/veriwild/7/24946/256911.jpg,24946,1
raw_data/veriwild/veriwild/10/38033/389345.jpg,38033,6
raw_data/veriwild/veriwild/6/22241/229263.jpg,22241,9
raw_data/veriwild/veriwild/2/05063/052505.jpg,5063,4
